"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"FCERI mediated MAPK activation Homo sapiens R-HSA-2871796",0.000470483361970028,0.00377946302930619,0.49849310876659,0.203478275237882,1.83983390617577,136,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;RASA2;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;UBA52;JUN;RAP1A;CALM1;NRG1;FGF1;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1"
"APOBEC3G mediated resistance to HIV-1 infection Homo sapiens R-HSA-180689",0.00183803078210359,0.0116702915160639,0.45505986738723,0.92163499088779,1.82629657243031,3,"PPIA;PSIP1;BANF1"
"TP53 Regulates Metabolic Genes Homo sapiens R-HSA-5628897",0.0031945437557848,0.0182151632192592,0.431707695803346,0.249452790466188,1.82222403470681,65,"COX7A2L;PRDX2;COX7C;YWHAZ;CYCS;PRKAB1;PRDX1;COX4I1;COX6C;COX5B;COX5A;AKT1;YWHAH;COX6A1;COX8A;PRDX5;COX20;YWHAQ;COX7B;TNRC6B;GLS;SFN;LAMTOR5;YWHAE;RRAGA;TNRC6A;AGO4;COX14;NDUFA4;COX6B1;YWHAG;GSR;TXNRD1;AGO2;PTEN"
"Activation of HOX genes during differentiation Homo sapiens R-HSA-5619507",0.00729847975956635,0.0373809443016348,0.407017918923954,0.281935700156884,1.81297039838909,43,"PBX1;H3F3A;H2AFZ;CNOT6;H2AFX;EZH2;RARA;SUZ12;RBBP7;JUN;PAXIP1;POLR2J;POLR2G;POLR2K;POLR2L;RBBP4;POLR2F;POLR2H;POLR2E;AJUBA;ASH2L;POLR2C;CREBBP;POLR2A;KMT2C;KDM6A;CTCF;PIAS2;POLR2I;KMT2D;POLR2D;PCGF2;POLR2B;HIST1H2BC;RARG;NCOA6"
"Activation of anterior HOX genes in hindbrain development during early embryogenesis Homo sapiens R-HSA-5617472",0.00729847975956635,0.0373809443016348,0.407017918923954,0.281935700156884,1.81297039838909,43,"PBX1;H3F3A;H2AFZ;CNOT6;H2AFX;EZH2;RARA;SUZ12;RBBP7;JUN;PAXIP1;POLR2J;POLR2G;POLR2K;POLR2L;RBBP4;POLR2F;POLR2H;POLR2E;AJUBA;ASH2L;POLR2C;CREBBP;POLR2A;KMT2C;KDM6A;CTCF;PIAS2;POLR2I;KMT2D;POLR2D;PCGF2;POLR2B;HIST1H2BC;RARG;NCOA6"
"Signaling by PTK6 Homo sapiens R-HSA-8848021",0.00741341409194583,0.0374274447558654,0.407017918923954,0.281103790039924,1.80762085090245,43,"UBB;CCND1;UBC;RHOA;ERBB3;AKT1;CDK4;RASA2;KRAS;STAP2;HRAS;ERBB2;UBA52;NRG1;EPAS1;LRRK2;NR3C1;NF1;CBL;RAC1;SPRED1;DAB2IP;HBEGF;STAT3;RASA1;SFPQ;ELMO2"
"Metabolism of amino acids and derivatives Homo sapiens R-HSA-71291",0.00166452988849113,0.0106617905632868,0.45505986738723,0.197171481565341,1.80038773650112,137,"GLUL;FAU;PSMB1;TST;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;ODC1;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;GCLC;PSMC2;OAT;PSMD13;PSAT1;QARS;PSMA1;OAZ1;PSMC6;HSD17B10;PSMD6;NDUFAB1;PSMD7;PSME2;PHGDH;PSMC3;PCBD1;OAZ2;PSMD12;PSMC4;GLS;SRM;PSMB8;OGDH;PSMC5;ACAT1;UBA52;SMS"
"CHL1 interactions Homo sapiens R-HSA-447041",0.00487926417329187,0.0262757411406162,0.407017918923954,0.892215568862275,1.76799953494878,3,"HSPA8;ITGB1;NRP1"
"RHO GTPase Effectors Homo sapiens R-HSA-195258",0.00268629347721039,0.0158775232352191,0.431707695803346,0.193615661389377,1.76791927307433,137,"H3F3A;ACTG1;H2AFZ;ARPC3;CDH1;YWHAZ;ARPC1B;CTNNB1;RHOA;MAD2L1;DIAPH3;RANGAP1;MYH9;CYBA;H2AFX;PKN2;PMF1;PAFAH1B1;NUDC;MYL12B;WASF2;ITGB1;YWHAH;CLIP1;ROCK2;MYH14;ARPC2;MYL6;YWHAQ;CTNNA1;XPO1;RHOC;SKA2;PFN1;CDC42;IQGAP1;KIF5B;ITGB3BP;KLC3;SFN;ACTR3;WIPF2;KLC4;YWHAE;CALM1;CKAP5;TAOK1;NDE1;FLNA;DIAPH2;SEC13;WIPF3;TAX1BP3;YWHAG;BUB3;AHCTF1;RCC2;PPP1CC;ROCK1;KTN1;NCKAP1"
"mRNA Splicing - Major Pathway Homo sapiens R-HSA-72163",0.00155853054027473,0.0100715706913754,0.45505986738723,0.193797108692938,1.7500278158326,130,"HSPA8;SRSF2;LSM3;LSM6;SRSF7;LSM8;SNRPG;SNRPD1;YBX1;PCBP2;U2AF1;SRSF3;LSM2;SNRPB;SNRPF;LSM4;ALYREF;HNRNPU;SF3B5;MAGOH;SNRPD3;SRSF1;PABPN1;HNRNPA0;HNRNPF;LSM5;SNRPA1;RBM5;RNPS1;PPIH;HNRNPA3;HNRNPD;SRRM1;PHF5A;SNRPD2;SNRPE;NUDT21;HNRNPH1;HNRNPC;HNRNPUL1;RBM8A;EIF4A3;FUS;HNRNPA2B1;TRA2B;PTBP1;HNRNPA1;POLR2J;POLR2G;POLR2K;SF3B6;DDX5;BCAS2;POLR2L"
"Mitotic Prometaphase Homo sapiens R-HSA-68877",0.00738730659027249,0.037425588091485,0.407017918923954,0.253197767740804,1.68619377410476,50,"SMC2;SMC4;MAD2L1;RANGAP1;PMF1;PAFAH1B1;NUDC;CLIP1;RAD21;XPO1;SKA2;CSNK2B;PDS5A;ITGB3BP;CKAP5;TAOK1;NDE1;SMC3;SEC13;BUB3;AHCTF1;RCC2;PPP1CC;SMC1A;PPP2CB;STAG1"
"Downstream signaling events of B Cell Receptor (BCR) Homo sapiens R-HSA-1168372",0.00651458914302184,0.0341957134077753,0.407017918923954,0.191873267211977,1.66743644163173,127,"CDKN1A;PIK3R1;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PSMC2;PDGFA;PSMD13;AKT1;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PIK3R3;PSMC3;TNRC6B;PSMD12;PSMC4;KRAS;IER3;FGFR2;HRAS;PSMB8;ERBB2;PSMC5;GSK3B;UBA52;NRG1;FGF1;TNRC6A;PSMD10;AGO4;NFKBIA;NFKBIB;PDGFB;PSMC1"
"IGF1R signaling cascade Homo sapiens R-HSA-2428924",0.00250109227391936,0.0149653834003241,0.431707695803346,0.174081175918724,1.66083994492104,165,"CAB39;PIK3R1;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;IGF1R;PRKAB1;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;AKT1;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;RASA2;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;LAMTOR5;UBA52;RAP1A;CALM1;NRG1;FGF1;RRAGA;EIF4B;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PSMD2;PSMB10;EIF4E;RAP1B;EIF4G1;PSMD14;VCL;NF1"
"IRS-related events triggered by IGF1R Homo sapiens R-HSA-2428928",0.00250109227391936,0.0149653834003241,0.431707695803346,0.174081175918724,1.66083994492104,165,"CAB39;PIK3R1;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;IGF1R;PRKAB1;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;AKT1;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;RASA2;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;LAMTOR5;UBA52;RAP1A;CALM1;NRG1;FGF1;RRAGA;EIF4B;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PSMD2;PSMB10;EIF4E;RAP1B;EIF4G1;PSMD14;VCL;NF1"
"Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R) Homo sapiens R-HSA-2404192",0.00250109227391936,0.0149653834003241,0.431707695803346,0.174081175918724,1.66083994492104,165,"CAB39;PIK3R1;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;IGF1R;PRKAB1;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;AKT1;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;RASA2;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;LAMTOR5;UBA52;RAP1A;CALM1;NRG1;FGF1;RRAGA;EIF4B;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PSMD2;PSMB10;EIF4E;RAP1B;EIF4G1;PSMD14;VCL;NF1"
"Infectious disease Homo sapiens R-HSA-5663205",0.000533728640255549,0.00412788001559345,0.477270815362862,0.175598040878618,1.64587970522588,203,"EEF2;FAU;HSP90AB1;PPIA;PSMB1;UBB;NPM1;CLTA;CD9;PSMA2;PSMA5;SLC25A5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;SSRP1;PSMB3;PSMA7;PSME1;RANBP1;RAN;LIG1;PSMB7;KPNB1;RANGAP1;PSMC2;PSIP1;HSP90AA1;CALR;BANF1;PABPN1;PSMD13;FEN1;CHMP4B;B2M;PSMA1;HCK;DNAJC3;PSMC6;PSMD6;SLC25A4;PSMD7;PSME2;GTF2A2;NUP62;HSPA1A;XPO1;PSMC3;PSMD12;PSMC4;CHMP2A;TSG101;PSMB8;CHMP5;PSMC5;AP1S3;GTF2B;UBA52;CANX;CHMP4C;KPNA2;TCEB2;FURIN;PDCD6IP;CALM1;IPO5;ARF1;PSMD10;POLR2J;POLR2G;POLR2K;TCEB1;RBX1;ATP6V1H"
"IRS-mediated signalling Homo sapiens R-HSA-112399",0.00273734225066737,0.01611374749988,0.431707695803346,0.170107653911513,1.64394814601069,164,"CAB39;PIK3R1;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PRKAB1;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;AKT1;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;RASA2;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;LAMTOR5;UBA52;RAP1A;CALM1;NRG1;FGF1;RRAGA;EIF4B;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PSMD2;PSMB10;EIF4E;RAP1B;EIF4G1;PSMD14;VCL;NF1"
"Signaling by the B Cell Receptor (BCR) Homo sapiens R-HSA-983705",0.00428339704142308,0.0235911337054135,0.407017918923954,0.178250027730796,1.63881624055087,139,"CDKN1A;PIK3R1;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PSMC2;PDGFA;PSMD13;AKT1;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PIK3R3;PSMC3;TNRC6B;PSMD12;PSMC4;KRAS;IER3;FGFR2;HRAS;PSMB8;ERBB2;PSMC5;GSK3B;UBA52;CALM1;NRG1;FGF1;ITPR1;TNRC6A;PSMD10;AGO4;NFKBIA;ORAI1;NFKBIB;PDGFB;PSMC1;PSMD2;PSMB10;PSMD14;CBL;MDM2;PPP2CB;BAD;AGO2;PTEN;INSR"
"Signaling by Wnt Homo sapiens R-HSA-195721",0.00111091940998791,0.0077983107352374,0.45505986738723,0.17547145819146,1.63818287294093,176,"H3F3A;PSMB1;UBB;H2AFZ;CLTA;PSMA2;TCF4;YWHAZ;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;GNG5;PSMB5;UBC;AES;CTNNB1;CAV1;RHOA;PSMB2;PSMA3;PSMA4;PSMD4;PPP3CA;PSMB3;PSMA7;PSME1;PSMB7;H2AFX;PSMC2;APC;CSNK1A1;PSMD13;AKT1;PSMA1;PSMC6;GNB2;PSMD6;PSMD7;PSME2;TCF7L2;SOX4;GNB4;WNT7A;XPO1;PSMC3;CSNK2B;PFN1;TNRC6B;PSMD12;PSMC4;PSMB8;PSMC5;GSK3B;CLTC;FZD1;WLS;UBA52;VPS29;CALM1;RYK;FZD2;ITPR1;TNRC6A;PSMD10;AGO4"
"Insulin receptor signalling cascade Homo sapiens R-HSA-74751",0.00313902333012367,0.0179690548110229,0.431707695803346,0.166708689210367,1.63033253261468,166,"CAB39;PIK3R1;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PRKAB1;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;AKT1;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;RASA2;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;LAMTOR5;UBA52;RAP1A;CALM1;NRG1;FGF1;RRAGA;EIF4B;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PSMD2;PSMB10;EIF4E;RAP1B;EIF4G1;PSMD14;VCL;NF1"
"mRNA Splicing Homo sapiens R-HSA-72172",0.00978638876281563,0.0469617467364156,0.380730400722792,0.177899852284735,1.624417029461,137,"HSPA8;SRSF2;LSM3;LSM6;SRSF7;LSM8;SNRPG;SNRPD1;YBX1;PCBP2;U2AF1;SRSF3;LSM2;SNRPB;SNRPF;LSM4;ALYREF;HNRNPU;SF3B5;MAGOH;SNRPD3;SRSF1;PABPN1;HNRNPA0;HNRNPF;LSM5;SNRPA1;RBM5;RNPS1;PPIH;HNRNPA3;HNRNPD;SRRM1;PHF5A;SNRPD2;SNRPE;NUDT21;HNRNPH1;HNRNPC;HNRNPUL1;RBM8A;EIF4A3;FUS;HNRNPA2B1;ZCRB1;TRA2B;PTBP1;HNRNPA1;SNRNP25;POLR2J;POLR2G;POLR2K;SF3B6;DDX5;BCAS2;POLR2L"
"Protein folding Homo sapiens R-HSA-391251",0.00954055356140836,0.0459336585373767,0.380730400722792,0.228101519313499,1.62102566458915,63,"PFDN5;CCT4;GNG5;FBXW9;TUBA1B;CCT5;CCT8;NOP56;TUBA1A;GNB2;TUBB2A;CCT7;PFDN1;TBCA;GNB4;SPHK1;TCP1;CCT3;CSNK2B;TUBB4B;GNAI2;CCT2;PFDN6;TUBA1C;TUBA8;TBCB;FBXO6;GNB1;GNG11;TBCC;KIFC3;PFDN2;KIF13A;FBXW5;GBA;FKBP9;GNAI3;STAT3"
"Passive transport by Aquaporins Homo sapiens R-HSA-432047",0.0015409440010508,0.0100300660959694,0.45505986738723,0.973057399453339,1.62084489629823,2,"AQP1;AQP5"
"Signaling by Interleukins Homo sapiens R-HSA-449147",0.000999323919323239,0.00712097526468686,0.45505986738723,0.171577601527389,1.56211536211616,180,"PIK3R1;PSMB1;UBB;LGALS9;PSMA2;YWHAZ;PSMA5;CRLF1;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;SQSTM1;PSMA1;HCK;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;PIK3R3;IL18R1;RASA2;IL6ST;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;UBA52;RAP1A;CALM1;NRG1;FGF1;IL10RB;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PRKACA;IRAK1;CSF1R;PSMD2;PSMB10;RAP1B;PELI1;PSMD14;VCL;NF1;CBL"
"Signaling by PDGF Homo sapiens R-HSA-186797",0.00337465464438679,0.0190924040970366,0.431707695803346,0.163615954495185,1.55164850972134,198,"THBS1;CDKN1A;PIK3R1;PSMB1;UBB;PSMA2;COL4A4;COL4A3;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;COL4A2;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;COL4A1;PSMC2;PDGFA;PSMD13;THBS3;AKT1;PRKAR2A;PSMA1;DUSP1;PSMC6;PSMD6;COL4A5;PSMD7;PSME2;PIK3R3;RASA2;SPTAN1;PSMC3;TNRC6B;PSMD12;PSMC4;KRAS;IQGAP1;IER3;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;GSK3B;UBA52;FURIN;RAP1A;CALM1;NRG1;FGF1;ITPR1;TNRC6A;PSMD10;AGO4;DUSP7;ITGB3;RBX1;TLN1;PRKAR1A;PDGFB;PSMC1;DUSP16;PRKACA;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1"
"Transmembrane transport of small molecules Homo sapiens R-HSA-382551",0.00200048871515107,0.0125387376310394,0.431707695803346,0.166781077373655,1.54788417712648,183,"FXYD3;ATP1B1;SRI;FTH1;SLC12A2;UBB;AQP1;SLCO2A1;AQP5;SLC39A8;LCN2;RAB11A;GNG5;UBC;ANO1;SCNN1G;ATP8A1;BSG;WWP1;ABCA3;SCNN1B;SCNN1A;ATP11A;EMB;PRKAR2A;RUNX1;FXYD4;ATP6V1A;GNB2;GNAS;SLC6A14;SLC44A2;ATP2B1;ABCC5;GNB4;NUP62;ASPH;EIF2S1;ATP1B3;ATP6V1G1;ANO6;WNK1;SLC38A2;CLCN4;CAMK2D;ATP6V1E1;SLC1A1;UBA52;SLC39A7;ATP9A;CALM1;SLC7A1;ATP11B;ATP6V0D1;ATP6V1H;PRKAR1A;SLC7A7;TTYH3;SLC1A5;PRKACA;HMOX2;ATP2A2;ABCD3;ADD3;ATP6V0A2;MMGT1;NIPA1;SLC24A5;GNB1;SLC1A3;ABCB8;GNG11;ABCA7;RAB11FIP2;NIPA2;SLCO3A1;SLC15A4;NUP153;SLC44A1;CLCN3;ABCE1;SLC12A4;NIPAL2;ATP6V0B;SLC15A2;NUP85;ABCA2;SLC4A2;MCOLN1;PEX19;TRPM6;SLC35B3;ATP1A1;TUSC3;ADD1;MYO5B;SLC44A3;ATP6AP1;ATP6V1D;EIF2S2;TSC22D3;SLC30A5"
"Signaling by FGFR Homo sapiens R-HSA-190236",0.00204423159620761,0.0127567070424286,0.431707695803346,0.158893381268596,1.52253640060629,215,"CDKN1A;PIK3R1;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;AKT1;PRKAR2A;HNRNPF;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;PIK3R3;FLRT3;RASA2;SPTAN1;PSMC3;TNRC6B;PSMD12;PSMC4;KRAS;TIA1;IQGAP1;IER3;FGFR2;HRAS;HNRNPH1;PSMB8;ERBB2;CAMK2D;PSMC5;GSK3B;UBA52;RAP1A;CALM1;NRG1;FGF1;ITPR1;PTBP1;TNRC6A;HNRNPA1;PSMD10;AGO4;DUSP7;ITGB3;POLR2J;POLR2G;POLR2K;RBX1;TLN1;PRKAR1A;POLR2L;PDGFB;PSMC1;DUSP16;PRKACA;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1;CBL;POLR2F;ESRP1;MDM2;FGFRL1;PPP2CB;POLR2H;FGFBP1;POLR2E;BAD;AGO2;PTEN;INSR"
"HIV Infection Homo sapiens R-HSA-162906",0.00464094282288978,0.0253631798256772,0.407017918923954,0.161065652994773,1.51278494227807,172,"PPIA;PSMB1;UBB;NPM1;PSMA2;PSMA5;SLC25A5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;SSRP1;PSMB3;PSMA7;PSME1;RANBP1;RAN;LIG1;PSMB7;KPNB1;RANGAP1;PSMC2;PSIP1;BANF1;PSMD13;FEN1;CHMP4B;B2M;PSMA1;HCK;PSMC6;PSMD6;SLC25A4;PSMD7;PSME2;GTF2A2;NUP62;XPO1;PSMC3;PSMD12;PSMC4;CHMP2A;TSG101;PSMB8;CHMP5;PSMC5;AP1S3;GTF2B;UBA52;CHMP4C;TCEB2;FURIN;PDCD6IP;ARF1;PSMD10;POLR2J;POLR2G;POLR2K;TCEB1;RBX1;ATP6V1H;POLR2L;PSMC1;PSMD2;PSMB10;VPS4B;PSMD14;AP2B1;NELFE;POLR2F"
"Signaling by FGFR2 Homo sapiens R-HSA-5654738",0.00327904647201705,0.0186239592590343,0.431707695803346,0.155418062110332,1.50686998410123,212,"CDKN1A;PIK3R1;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;AKT1;PRKAR2A;HNRNPF;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;PIK3R3;RASA2;SPTAN1;PSMC3;TNRC6B;PSMD12;PSMC4;KRAS;TIA1;IQGAP1;IER3;FGFR2;HRAS;HNRNPH1;PSMB8;ERBB2;CAMK2D;PSMC5;GSK3B;UBA52;RAP1A;CALM1;NRG1;FGF1;ITPR1;PTBP1;TNRC6A;HNRNPA1;PSMD10;AGO4;DUSP7;ITGB3;POLR2J;POLR2G;POLR2K;RBX1;TLN1;PRKAR1A;POLR2L;PDGFB;PSMC1;DUSP16;PRKACA;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1;CBL;POLR2F;ESRP1;MDM2;PPP2CB;POLR2H;FGFBP1;POLR2E;BAD;AGO2;PTEN;INSR"
"Signaling by Insulin receptor Homo sapiens R-HSA-74752",0.00171196265972414,0.0109175162598198,0.45505986738723,0.165254271287819,1.50454507777232,180,"CAB39;PIK3R1;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PRKAB1;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;AKT1;PSMA1;DUSP1;PSMC6;ATP6V1A;PSMD6;PSMD7;PSME2;RASA2;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;ATP6V1G1;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;ATP6V1E1;LAMTOR5;UBA52;RAP1A;CALM1;NRG1;FGF1;RRAGA;ATP6V0D1;EIF4B;PSMD10;DUSP7;ITGB3;RBX1;ATP6V1H;TLN1;PDGFB;PSMC1;DUSP16;PSMD2;PSMB10;EIF4E;ATP6V0A2;RAP1B;EIF4G1;PSMD14;VCL;NF1"
"Signaling by Rho GTPases Homo sapiens R-HSA-194315",0.0048298665302038,0.0261064161149306,0.407017918923954,0.156315474028137,1.45130884024533,191,"H3F3A;ACTG1;H2AFZ;ARPC3;CDH1;NET1;ARHGEF12;YWHAZ;AKAP13;ARPC1B;CTNNB1;RHOA;MAD2L1;DIAPH3;RHOBTB1;DLC1;RANGAP1;MYH9;CYBA;H2AFX;PKN2;PMF1;PAFAH1B1;NUDC;MYL12B;WASF2;ITGB1;YWHAH;CLIP1;ARHGDIA;ROCK2;MYH14;ARPC2;MYL6;YWHAQ;CTNNA1;XPO1;RHOC;SKA2;ARHGAP31;PFN1;CDC42;IQGAP1;KIF5B;ITGB3BP;KLC3;SFN;HMHA1;ACTR3;ARHGAP1;GDI2;WIPF2;KLC4;YWHAE;ARHGAP44;ARHGEF18;RHOF;CALM1;CKAP5;MYO9B;TAOK1;RALBP1;NDE1;FLNA;DIAPH2;SEC13;WIPF3;ARHGAP29;TAX1BP3;YWHAG;BUB3;AHCTF1;RCC2;PPP1CC;ROCK1;KTN1;NCKAP1;ARHGAP22;ARHGAP5;PPP2CB;ARHGEF2;ARHGAP8;STARD13;MYH10;RHOG"
"DAP12 interactions Homo sapiens R-HSA-2172127",0.00839808413575985,0.041533382086377,0.380730400722792,0.155926249822255,1.44714123867786,183,"CDKN1A;PIK3R1;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;AKT1;B2M;PRKAR2A;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;PIK3R3;RASA2;SPTAN1;PSMC3;TNRC6B;PSMD12;PSMC4;KRAS;IQGAP1;IER3;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;GSK3B;UBA52;RAP1A;CALM1;NRG1;FGF1;ITPR1;TNRC6A;PSMD10;AGO4;DUSP7;ITGB3;RBX1;TLN1;PRKAR1A;PDGFB;PSMC1;DUSP16;PRKACA;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1"
