Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
FOXA1 27270436 Chip-Seq PROSTATE Human	11/2000	0.7163356346505755	1.0	0	0	0.8799999999999999	0.293573683372913	DUSP4;GPRC5A;HSPA5;STK17A;MAFF;CNPY2;RICTOR;DYNLL1;CLDN1;S100A11;RBX1
PU1 27457419 Chip-Seq LIVER Mouse	11/2000	0.7163356346505755	1.0	0	0	0.8799999999999999	0.293573683372913	PTP4A1;AHCY;H3F3A;NDUFB3;ABL2;SNRPE;PFDN4;HSPE1;RND3;F3;SSFA2
RCOR2 21632747 ChIP-Seq MESCs Mouse	2/401	0.7180541614341827	1.0	0	0	0.798004987531172	0.26430745458477944	COX6C;IER2
SUZ12 20075857 ChIP-Seq MESCs Mouse	25/4356	0.7186468345523871	1.0	0	0	0.9182736455463727	0.3033840511556046	CITED4;ASAP1;CLDN1;AREG;MYC;PHLDA1;SOX4;DUSP4;TRAPPC1;TNFRSF12A;ITGA3;METRN;LIF;ARHGAP29;EEF2;DKK1;F3;COASY;EREG;FOSL2;FOSL1;EEF1D;PFDN4;HBEGF;HSPA1A
SUZ12 18692474 ChIP-Seq MEFs Mouse	6/1135	0.7195194363070445	1.0	0	0	0.8458149779735682	0.27841838750101033	FOSL1;EEF1D;CITED4;DKK1;AREG;SOX4
IRF8 22096565 ChIP-ChIP GC-B Human	1/203	0.7217455905464135	1.0	0	0	0.7881773399014778	0.25701089249231995	HERPUD1
TET1 21451524 ChIP-Seq MESCs Mouse	10/1839	0.723228413753288	1.0	0	0	0.8700380641653073	0.28191859205845615	FOSL1;ITGA3;METRN;DDIT3;CFL1;COTL1;LIF;TXNIP;POLR2F;NEAT1
NR4A2 19515692 ChIP-ChIP MN9D Mouse	1/207	0.728707487850977	1.0	0	0	0.7729468599033815	0.24462444732716768	DYNLT1
NFE2 27457419 Chip-Seq LIVER Mouse	5/972	0.7324394918847132	1.0	0	0	0.8230452674897119	0.2562753468629097	PTP4A1;NDUFB3;ABL2;SNRPE;HSPE1
CTNNB1 20460455 ChIP-Seq HCT116 Human	5/988	0.7454726338042266	1.0	0	0	0.8097165991902834	0.23784360644795283	NDUFA13;MYC;P4HB;FERMT2;HERPUD1
TP53 22573176 ChIP-Seq HFKS Human	7/1348	0.7457762476585474	1.0	0	0	0.830860534124629	0.24371603788478288	GPRC5A;DYNLT1;PIM3;YBX1;HSPE1;BACH1;PHLDA1
ETV2 25802403 ChIP-Seq MESCs Mouse	5/1000	0.7549416651407419	1.0	0	0	0.7999999999999999	0.2248918379459466	TRAF4;PAWR;CNPY2;P4HB;RND3
GRHL2 25758223 ChIP-Seq PLACENTA Mouse	5/1000	0.7549416651407419	1.0	0	0	0.7999999999999999	0.2248918379459466	FOSL1;ITGA3;NDUFS5;TXN;ACTG1
E2F1 17053090 ChIP-ChIP MCF-7 Human	9/1726	0.7612291455665512	1.0	0	0	0.8342989571263035	0.22761415507557173	MRPL51;AHCY;IMP3;PAWR;EEF2;PHLDA1;SLC38A2;CCNB1IP1;HERPUD1
EZH2 27294783 Chip-Seq NPCs Mouse	7/1374	0.7634100360919837	1.0	0	0	0.8151382823871907	0.2200547243444396	AKAP12;PTP4A1;H3F3A;NDUFB3;ABL2;SNRPE;HSPE1
EED 16625203 ChIP-ChIP MESCs Mouse	4/830	0.7672047997671164	1.0	0	0	0.7710843373493976	0.2043385054217432	MYC;PFDN4;DKK1;HSPA1A
TCF7L2 21901280 ChIP-Seq H4IIE Rat	5/1023	0.7723630035093209	1.0	0	0	0.7820136852394917	0.20199462574596164	PPP1R15A;NDUFS6;COTL1;PIM1;ASAP1
TP53 16413492 ChIP-PET HCT116 Human	2/449	0.774402488041584	1.0	0	0	0.7126948775055678	0.1822100883109597	MYC;BACH1
CBX2 27304074 Chip-Seq ESCs Mouse	4/840	0.7753029226533535	1.0	0	0	0.761904761904762	0.19390587280605928	UQCRB;RICTOR;PFDN4;SOX4
BCAT 22108803 ChIP-Seq LS180 Human	3/650	0.7766427474410117	1.0	0	0	0.7384615384615385	0.18666448161304444	MYC;COX6C;FERMT2
VDR 23401126 ChIP-Seq LCL-AND-THP1 Human	1/239	0.7785256159480463	1.0	0	0	0.6694560669456066	0.16760059180786954	P4HB
TDRD3 21172665 ChIP-Seq MCF-7 Human	3/655	0.7810760332882074	1.0	0	0	0.732824427480916	0.1810682968810345	PFDN4;S100A11;RBX1
STAT1 20625510 ChIP-Seq HELA Human	3/656	0.7819540473493468	1.0	0	0	0.7317073170731706	0.17997022181254566	MYC;ELL2;FOSL2
RUNX1 26923725 Chip-Seq HPCs Mouse	4/859	0.7900846704835769	1.0	0	0	0.7450523864959254	0.17554563832317788	EIF4A2;VAMP8;CDV3;TRAF4
CRX 20693478 ChIP-Seq ADULT RETINA Mouse	3/668	0.7922678589180837	1.0	0	0	0.7185628742514969	0.16732148884434797	TRAPPC1;NDUFS6;BACH1
NANOG 16518401 ChIP-PET MESCs Mouse	19/3520	0.7929228180830199	1.0	0	0	0.8636363636363636	0.20038901959436228	EIF4A2;DUSP4;TPM4;TNFRSF12A;LIF;PAWR;NME4;MIF;DKK1;SSFA2;AKAP12;CLDN4;EEF1D;MYC;TMSB4X;CFL1;PIM1;SLC25A5;AVPI1
SCL 21571218 ChIP-Seq MEGAKARYOCYTES Human	9/1784	0.7943786937492787	1.0	0	0	0.8071748878923766	0.18580761296084217	PPP1R15A;TPM4;CITED4;COTL1;LIF;ASAP1;NEAT1;ELL2;AREG
SUZ12 18555785 ChIP-Seq MESCs Mouse	5/1058	0.797066090537037	1.0	0	0	0.7561436672967864	0.17150675197968157	DUSP4;CITED4;DKK1;SOX4;FOSL2
PAX3-FKHR 20663909 ChIP-Seq RHABDOMYOSARCOMA Human	5/1063	0.8004200971644109	1.0	0	0	0.7525870178739416	0.16753984397871594	ERRFI1;GPRC5A;H3F3A;PIM1;TXNIP
P53 22127205 ChIP-Seq FIBROBLAST Human	3/679	0.8013668441932785	1.0	0	0	0.706921944035346	0.15653828853683407	STK17A;ASAP1;SEC61B
FOXP3 17237761 ChIP-ChIP TREG Mouse	1/257	0.8024412130130792	1.0	0	0	0.622568093385214	0.1370251713454277	KLF3
TET1 21490601 ChIP-Seq MESCs Mouse	10/1994	0.8104874571850705	1.0	0	0	0.8024072216649949	0.1686013346681132	FOSL1;VAMP8;MAFF;POLR1D;NDUFC2;DDX21;PIM3;KLF3;FOSL2;SSFA2
BCL6 25482012 ChIP-Seq CML-JURL-MK1 Human	10/2000	0.8134136251521027	1.0	0	0	0.7999999999999999	0.1652124278289094	EEF1A1;STK17A;MYC;NDUFS5;PIM1;SNRNP35;SLC25A5;ELL2;S100A11;HBEGF
SOX2 18555785 Chip-Seq ESCs Mouse	10/2000	0.8134136251521027	1.0	0	0	0.7999999999999999	0.1652124278289094	PTP4A1;H3F3A;NDUFB3;ABL2;SNRPE;PFDN4;HSPE1;RND3;F3;SSFA2
SMAD1 18555785 Chip-Seq ESCs Mouse	10/2000	0.8134136251521027	1.0	0	0	0.7999999999999999	0.1652124278289094	PTP4A1;AHCY;H3F3A;NDUFB3;TXNIP;ABL2;SNRPE;HSPE1;RND3;SSFA2
TCFCP2L1 18555785 Chip-Seq ESCs Mouse	10/2000	0.8134136251521027	1.0	0	0	0.7999999999999999	0.1652124278289094	PTP4A1;ERRFI1;H3F3A;NDUFB3;ABL2;ARHGAP29;SNRPE;HSPE1;RND3;F3
PHF8 20622853 ChIP-Seq HELA Human	10/2000	0.8134136251521027	1.0	0	0	0.7999999999999999	0.1652124278289094	ERRFI1;MARCKSL1;NDUFS5;CITED4;ABL2;ARHGAP29;SNRPE;YBX1;DKK1;F3
EBNA1 20929547 Chip-Seq RAJI-cells Human	10/2000	0.8134136251521027	1.0	0	0	0.7999999999999999	0.1652124278289094	AKAP12;VAMP8;MARCKSL1;GPRC5A;TXNIP;CNPY2;VDAC1;CLDN1;SOX4;HERPUD1
P68 20966046 ChIP-Seq HELA Human	10/2000	0.8134136251521027	1.0	0	0	0.7999999999999999	0.1652124278289094	TRAPPC1;GPRC5A;METRN;EEF1D;NEAT1;EEF2;SLC25A5;S100A11;RBX1;AVPI1
LDB1 21186366 ChIP-Seq BM-HSCs Mouse	10/2000	0.8134136251521027	1.0	0	0	0.7999999999999999	0.1652124278289094	CDV3;TMSB4X;CFL1;COTL1;PIM1;DDX21;DYNLL1;FOSL2;SSFA2;PPM1G
SMAD4 21741376 ChIP-Seq EPCs Human	10/2000	0.8134136251521027	1.0	0	0	0.7999999999999999	0.1652124278289094	EIF4A2;DUSP4;ERRFI1;DYNLT1;MYC;POLR1D;ABL2;PAWR;VDAC1;FOSL2
SOX11 22085726 ChIP-Seq ESNs Mouse	10/2000	0.8134136251521027	1.0	0	0	0.7999999999999999	0.1652124278289094	VAMP8;CDV3;NDUFA13;TAF1D;HSP90AB1;HMGA1;TXNIP;CNPY2;EEF2;CLDN1
EBF1 22473956 ChIP-Seq BONE MARROW Mouse	10/2000	0.8134136251521027	1.0	0	0	0.7999999999999999	0.1652124278289094	PTP4A1;H3F3A;NDUFB3;ABL2;ARHGAP29;SNRPE;PFDN4;HSPE1;RND3;SSFA2
UBF1/2 26484160 Chip-Seq FIBROBLAST Human	10/2000	0.8134136251521027	1.0	0	0	0.7999999999999999	0.1652124278289094	MYC;NDUFS5;ARHGAP29;RICTOR;SEC61B;PHLDA1;DKK1;RND3;AREG;ACTG1
CTCF 26484167 Chip-Seq Bcells Mouse	10/2000	0.8134136251521027	1.0	0	0	0.7999999999999999	0.1652124278289094	MYC;H3F3A;COTL1;PIM1;SNRPE;SNRNP35;EEF2;PHLDA1;S100A11;COASY
BCOR 27268052 Chip-Seq Bcells Human	10/2000	0.8134136251521027	1.0	0	0	0.7999999999999999	0.1652124278289094	EEF1A1;TRAPPC1;PDCD6;PIM1;AP1S1;SNRPE;SNRNP35;NEAT1;CTNNAL1;RBX1
PBX 27287812 Chip-Seq EMBYONIC-LIMB Mouse	10/2000	0.8134136251521027	1.0	0	0	0.7999999999999999	0.1652124278289094	VAMP8;ERRFI1;TRAF4;TMSB4X;NDUFS5;ASAP1;MIF;PHLDA1;SOX4;RBX1
RUNX1 27457419 Chip-Seq LIVER Mouse	10/2000	0.8134136251521027	1.0	0	0	0.7999999999999999	0.1652124278289094	PTP4A1;AHCY;H3F3A;NDUFB3;ABL2;SNRPE;PFDN4;HSPE1;RND3;SSFA2
LMO2 26923725 Chip-Seq HEMANGIOBLAST Mouse	9/1822	0.8142242410119148	1.0	0	0	0.7903402854006586	0.1624303170167756	MYC;POLR1D;AP1S1;SEC61B;PHLDA1;RND3;F3;SOX4;AVPI1
CEBPD 23245923 ChIP-Seq MEFs Mouse	2/504	0.826747214553443	1.0	0	0	0.6349206349206349	0.12079764843052762	BACH1;KLF3
AR 22383394 ChIP-Seq PROSTATE CANCER Human	9/1857	0.831217052267428	1.0	0	0	0.7754442649434571	0.14335197996843388	AKAP12;ERRFI1;CDV3;VDAC1;CLDN1;ELL2;RND3;AREG;FERMT2
SPI1 22096565 ChIP-ChIP GC-B Mouse	8/1676	0.8320674005755543	1.0	0	0	0.7637231503579952	0.140404262441951	EIF4A2;EEF1B2;NDUFA13;DDIT3;TMSB4X;CFL1;P4HB;IER2
GBX2 23144817 ChIP-Seq PC3 Human	1/286	0.8356967804024943	1.0	0	0	0.5594405594405594	0.10041366968271867	EEF1A1
NKX2-5 21415370 ChIP-Seq HL-1 Mouse	7/1507	0.8400110620108332	1.0	0	0	0.743198407431984	0.12956937249601203	GPRC5A;MYC;DDIT3;NDUFC2;SNRPE;HDGF;FOSL2
PRDM14 20953172 ChIP-Seq ESCs Human	8/1723	0.8537951037494989	1.0	0	0	0.742890307603018	0.11742424280042445	STK17A;ABL2;ASAP1;DYNLL1;COX6C;DKK1;FERMT2;FOSL2
CREB1 15753290 ChIP-ChIP HEK293T Human	4/957	0.8544610778344265	1.0	0	0	0.6687565308254964	0.10518492094581812	VMP1;MRPL51;UQCRB;HSPA5
TEAD4 22529382 ChIP-Seq TROPHECTODERM Mouse	11/2293	0.8616278028148563	1.0	0	0	0.7675534234627126	0.11431317807255176	AKAP12;PDCD6;COTL1;ABL2;NME4;HDGF;SRSF5;RND3;CTNNAL1;S100A11;FERMT2
TP63 22573176 ChIP-Seq HFKS Human	22/4229	0.8617476966567876	1.0	0	0	0.8323480728304563	0.1238473557636538	DUSP4;ERRFI1;TPM4;ITGA3;NDUFC2;MIF;F3;KLF3;COASY;HERPUD1;PPM1G;AKAP12;POLR1D;TXNIP;C19ORF33;P4HB;SLC25A5;PFDN4;HNRNPA1;CTNNAL1;S100A11;AVPI1
PBX1 22567123 ChIP-ChIP OVCAR3 Human	11/2299	0.8638575408117923	1.0	0	0	0.7655502392344496	0.11203629251101639	CDV3;GPRC5A;HSPA5;DYNLT1;CFL1;TXNIP;YBX1;COX6C;S100A11;HERPUD1;HBEGF
POU5F1 26923725 Chip-Seq MESODERM Mouse	2/559	0.8679896513207588	1.0	0	0	0.5724508050089445	0.08104500140787514	SEC61B;SOX4
TEAD4 26923725 Chip-Seq HEMANGIOBLAST Mouse	2/559	0.8679896513207588	1.0	0	0	0.5724508050089445	0.08104500140787514	SEC61B;SOX4
ZNF274 21170338 ChIP-Seq K562 Hela	1/327	0.8734476873758347	1.0	0	0	0.4892966360856269	0.06620527937548232	HMGA1
STAT5 23275557 ChIP-Seq MAMMARY-EPITHELIUM Mouse	5/1197	0.875139009178025	1.0	0	0	0.6683375104427736	0.08913786974811688	MAFF;CITED4;SNRNP35;COX6C;PHLDA1
SPI1 22790984 ChIP-Seq ERYTHROLEUKEMIA Mouse	9/1962	0.8751398376468346	1.0	0	0	0.7339449541284404	0.09788740619447102	EEF1B2;MYC;CFL1;COTL1;PIM3;SNRPE;GAPDH;IER2;SSFA2
EP300 21415370 ChIP-Seq HL-1 Mouse	4/1014	0.8836596263899595	1.0	0	0	0.631163708086785	0.07806442825156501	AHCY;PAWR;PHLDA1;RND3
SMAD3 21741376 ChIP-Seq EPCs Human	7/1613	0.8859238083552499	1.0	0	0	0.69435833849969	0.08410368655816433	EIF4A2;ERRFI1;NDUFS5;PAWR;PFDN4;DKK1;SOX4
RXRA 24833708 ChIP-Seq LIVER Mouse	9/2000	0.8885897980412305	1.0	0	0	0.7199999999999999	0.08504609002643153	EIF4A2;AKAP12;ERRFI1;LUC7L3;CNPY2;CLDN1;ELL2;FOSL2;HBEGF
RARA 24833708 ChIP-Seq LIVER Mouse	9/2000	0.8885897980412305	1.0	0	0	0.7199999999999999	0.08504609002643153	NDUFA13;MARCKSL1;MRPL51;UQCRB;TRAF4;ITGA3;CFL1;TXNIP;P4HB
MEIS1 26253404 ChIP-Seq OPTIC CUPS Mouse	9/2000	0.8885897980412305	1.0	0	0	0.7199999999999999	0.08504609002643153	PIM1;PAWR;NME4;RICTOR;COX6C;CLDN1;PHLDA1;DKK1;CTNNAL1
STAT1 17558387 ChIP-Seq HELA Human	9/2000	0.8885897980412305	1.0	0	0	0.7199999999999999	0.08504609002643153	CLDN4;TRAF4;CITED4;COTL1;HMGA1;ABL2;PIM3;MIF;FOSL2
NANOG 18555785 Chip-Seq ESCs Mouse	9/2000	0.8885897980412305	1.0	0	0	0.7199999999999999	0.08504609002643153	PTP4A1;H3F3A;NDUFB3;ABL2;ARHGAP29;SNRPE;HSPE1;RND3;SSFA2
OCT4 18555785 Chip-Seq ESCs Mouse	9/2000	0.8885897980412305	1.0	0	0	0.7199999999999999	0.08504609002643153	PTP4A1;AHCY;H3F3A;NDUFB3;ABL2;SNRPE;HSPE1;RND3;F3
E2F1 18555785 Chip-Seq ESCs Mouse	9/2000	0.8885897980412305	1.0	0	0	0.7199999999999999	0.08504609002643153	PTP4A1;H3F3A;NDUFB3;ABL2;ARHGAP29;SNRPE;HSPE1;RND3;F3
CTCF 18555785 Chip-Seq ESCs Mouse	9/2000	0.8885897980412305	1.0	0	0	0.7199999999999999	0.08504609002643153	PTP4A1;AHCY;H3F3A;CITED4;NDUFB3;ABL2;SNRPE;PFDN4;RND3
STAT3 18555785 Chip-Seq ESCs Mouse	9/2000	0.8885897980412305	1.0	0	0	0.7199999999999999	0.08504609002643153	PTP4A1;H3F3A;NDUFB3;ABL2;SNRPE;PFDN4;HSPE1;RND3;F3
KLF4 18555785 Chip-Seq ESCs Mouse	9/2000	0.8885897980412305	1.0	0	0	0.7199999999999999	0.08504609002643153	PTP4A1;AHCY;H3F3A;NDUFB3;ABL2;SNRPE;PFDN4;HSPE1;F3
CMYC 18555785 Chip-Seq ESCs Mouse	9/2000	0.8885897980412305	1.0	0	0	0.7199999999999999	0.08504609002643153	EEF1B2;PTP4A1;H3F3A;NDUFB3;ABL2;ARHGAP29;SNRPE;HSPE1;RND3
SUZ12 18555785 Chip-Seq ESCs Mouse	9/2000	0.8885897980412305	1.0	0	0	0.7199999999999999	0.08504609002643153	PTP4A1;H3F3A;NDUFB3;ABL2;ARHGAP29;SNRPE;HSPE1;RND3;SSFA2
PU.1 20513432 ChIP-Seq MACROPHAGES Mouse	9/2000	0.8885897980412305	1.0	0	0	0.7199999999999999	0.08504609002643153	HSP90AB1;MYC;H3F3A;MAFF;PIM3;DYNLL1;SLC38A2;GAPDH;FOSL2
OCT4 20526341 ChIP-Seq ESCs Human	9/2000	0.8885897980412305	1.0	0	0	0.7199999999999999	0.08504609002643153	PDCD6;TXNIP;ABL2;RICTOR;MIF;YBX1;NEAT1;EEF2;RBX1
NANOG 20526341 ChIP-Seq ESCs Human	9/2000	0.8885897980412305	1.0	0	0	0.7199999999999999	0.08504609002643153	FOSL1;TPM4;PDCD6;PIM1;HMGA1;ASAP1;HDGF;GAPDH;RBX1
E2F1 20622854 ChIP-Seq HELA Human	9/2000	0.8885897980412305	1.0	0	0	0.7199999999999999	0.08504609002643153	EEF1A1;GPRC5A;PDCD6;MYC;SNRPE;VDAC1;GAPDH;S100A11;RBX1
PHF8 20622854 ChIP-Seq HELA Human	9/2000	0.8885897980412305	1.0	0	0	0.7199999999999999	0.08504609002643153	EEF1A1;HSP90AB1;GPRC5A;PDCD6;PIM1;NEAT1;SLC25A5;EREG;RBX1
TAL1 21186366 ChIP-Seq BM-HSCs Mouse	9/2000	0.8885897980412305	1.0	0	0	0.7199999999999999	0.08504609002643153	AKAP12;LIF;PAWR;DDX21;ASAP1;MIF;PHLDA1;SOX4;ACTG1
ERA 21632823 ChIP-Seq H3396 Human	9/2000	0.8885897980412305	1.0	0	0	0.7199999999999999	0.08504609002643153	PTP4A1;MYC;AP1S1;NME4;MIF;PFDN4;DKK1;EREG;RBX1
SMAD2/3 21741376 ChIP-Seq EPCs Human	9/2000	0.8885897980412305	1.0	0	0	0.7199999999999999	0.08504609002643153	EIF4A2;DUSP4;DYNLT1;NDUFS5;PAWR;ASAP1;SOX4;RBX1;FOSL2
P53 22387025 ChIP-Seq ESCs Mouse	9/2000	0.8885897980412305	1.0	0	0	0.7199999999999999	0.08504609002643153	PTP4A1;H3F3A;NDUFB3;ABL2;ARHGAP29;SNRPE;HSPE1;RND3;SSFA2
EBF1 22473956 ChIP-Seq LYMPHODE Mouse	9/2000	0.8885897980412305	1.0	0	0	0.7199999999999999	0.08504609002643153	EEF1B2;PTP4A1;H3F3A;NDUFB3;ABL2;SNRPE;HSPE1;RND3;SSFA2
GATA3 22897851 ChIP-Seq JUKARTE6-1 Human	9/2000	0.8885897980412305	1.0	0	0	0.7199999999999999	0.08504609002643153	MARCKSL1;UQCRB;COTL1;TXNIP;ABL2;SNRPE;DYNLL1;CTNNAL1;RBX1
TAL1 26923725 Chip-Seq HPCs Mouse	9/2000	0.8885897980412305	1.0	0	0	0.7199999999999999	0.08504609002643153	ERRFI1;TRAF4;RICTOR;SEC61B;COX6C;DKK1;RND3;SOX4;RBX1
GF1 26923725 Chip-Seq HPCs Mouse	6/1432	0.8909211028306134	1.0	0	0	0.6703910614525139	0.07742976834213193	TRAF4;POLR1D;NEAT1;PHLDA1;SLC38A2;SOX4
SPI1 20517297 ChIP-Seq HL60 Human	5/1249	0.8970426376098227	1.0	0	0	0.6405124099279422	0.0695928803751966	SH2D3A;NDUFB3;NDUFC2;CLDN1;FOSL2
JARID2 20075857 ChIP-Seq MESCs Mouse	5/1258	0.9004805983941796	1.0	0	0	0.6359300476947535	0.06666242287337452	DUSP4;PDCD6;NDUFC2;PFDN4;SOX4
RUNX 20019798 ChIP-Seq JUKART Human	2/616	0.9011213257341937	1.0	0	0	0.5194805194805194	0.05408590840856814	LIF;ASAP1
GATA4 21415370 ChIP-Seq HL-1 Mouse	9/2039	0.9011479759703654	1.0	0	0	0.7062285434036292	0.07350836263889016	VAMP8;H3F3A;SNRPE;P4HB;HNRNPA1;F3;KLF3;FOSL2;HERPUD1
SMAD3 21741376 ChIP-Seq HESCs Human	6/1460	0.9011912436573852	1.0	0	0	0.6575342465753423	0.06840840774952592	ERRFI1;PIM1;HDGF;PFDN4;CLDN1;SLC38A2
GF1B 26923725 Chip-Seq HPCs Mouse	7/1676	0.9076589470850346	1.0	0	0	0.6682577565632458	0.06474520850951336	LIF;AP1S1;PIM3;ASAP1;PHLDA1;RND3;SOX4
THAP11 20581084 ChIP-Seq MESCs Mouse	3/864	0.9107890942554387	1.0	0	0	0.5555555555555555	0.051913288151387196	AHCY;NDUFS6;CFL1
EBNA2 21746931 ChIP-Seq IB4-LCL Human	6/1492	0.9119156135209525	1.0	0	0	0.6434316353887399	0.059329429848530256	WDR83OS;SNRPE;GAPDH;CTNNAL1;KLF3;FERMT2
ZFP57 27257070 Chip-Seq ESCs Mouse	4/1088	0.9139467057992178	1.0	0	0	0.588235294117647	0.052931187047999734	UQCRB;NDUFB3;CLDN1;RND3
SMAD4 21799915 ChIP-Seq A2780 Human	11/2464	0.9148797325410766	1.0	0	0	0.7142857142857142	0.06354475870814802	PTP4A1;SNRPE;VDAC1;ASAP1;CLDN1;SLC38A2;ELL2;RND3;AREG;KLF3;S100A11
POU3F2 20337985 ChIP-ChIP 501MEL Human	7/1702	0.9155548308507502	1.0	0	0	0.6580493537015276	0.058056420656323514	AKAP12;PIM1;ARHGAP29;RICTOR;TXN;DKK1;EREG
RNF2 18974828 ChIP-Seq MESCs Mouse	5/1302	0.9159055669117462	1.0	0	0	0.6144393241167434	0.053973586797880745	DUSP4;CITED4;PFDN4;SOX4;FOSL2
EZH2 18974828 ChIP-Seq MESCs Mouse	5/1302	0.9159055669117462	1.0	0	0	0.6144393241167434	0.053973586797880745	DUSP4;CITED4;PFDN4;SOX4;FOSL2
SUZ12 18974828 ChIP-Seq MESCs Mouse	8/1934	0.9253896819886663	1.0	0	0	0.6618407445708376	0.05131936453805373	FOSL1;DUSP4;ARHGAP29;PFDN4;CLDN1;DKK1;SOX4;FOSL2
STAT4 19710469 ChIP-ChIP TH1  Mouse	8/1939	0.9266397946637779	1.0	0	0	0.6601340897369778	0.0502958539125233	FOSL1;EEF1D;MYC;MAFF;LIF;AP1S1;ACTG1;FOSL2
SMAD4 21741376 ChIP-Seq HESCs Human	12/2738	0.9344160222318296	1.0	0	0	0.7012417823228634	0.0475676984484232	DUSP4;ERRFI1;MYC;PIM1;VDAC1;HDGF;SEC61B;PFDN4;CLDN1;SLC38A2;KLF3;FOSL2
EZH2 23942234 ChIP-Seq MYOBLASTS AND MYOTUBES Mouse	3/935	0.9357126193590085	1.0	0	0	0.5133689839572192	0.03411176739975492	HSPA5;ASAP1;PFDN4
RCOR1 19997604 ChIP-ChIP NEURONS Mouse	10/2378	0.9382224207896913	1.0	0	0	0.6728343145500421	0.042905457162597256	EIF4A2;EEF1B2;UQCRB;NDUFB3;LIF;SNRPE;HDGF;HSPE1;ACTG1;SSFA2
FOXA1 21572438 ChIP-Seq LNCaP Human	8/2000	0.9405070578406871	1.0	0	0	0.64	0.03925512058862606	FOSL1;TPM4;CNPY2;RICTOR;HDGF;CLDN1;AREG;COASY
SMAD2/3 21741376 ChIP-Seq ESCs Human	8/2000	0.9405070578406871	1.0	0	0	0.64	0.03925512058862606	MRPL51;PDCD6;PIM1;HMGA1;SLC25A5;CTNNAL1;S100A11;RBX1
HOXB7 26014856 ChIP-Seq BT474 Human	8/2000	0.9405070578406871	1.0	0	0	0.64	0.03925512058862606	EIF4A2;EEF1A1;HSP90AB1;PDCD6;LUC7L3;IER2;ACTG1;AVPI1
ESRRB 18555785 Chip-Seq ESCs Mouse	8/2000	0.9405070578406871	1.0	0	0	0.64	0.03925512058862606	AHCY;H3F3A;NDUFB3;ABL2;SNRPE;HSPE1;RND3;F3
SOX2 19829295 ChIP-Seq ESCs Human	8/2000	0.9405070578406871	1.0	0	0	0.64	0.03925512058862606	GPRC5A;ABL2;NDUFC2;ASAP1;HDGF;YBX1;PHLDA1;ELL2
NANOG 19829295 ChIP-Seq ESCs Human	8/2000	0.9405070578406871	1.0	0	0	0.64	0.03925512058862606	GPRC5A;ABL2;NDUFC2;ASAP1;HDGF;YBX1;PHLDA1;ELL2
TAF2 19829295 ChIP-Seq ESCs Human	8/2000	0.9405070578406871	1.0	0	0	0.64	0.03925512058862606	DUSP4;AHCY;SH2D3A;PIM1;AP1S1;YBX1;RBX1;FOSL2
RAC3 21632823 ChIP-Seq H3396 Human	8/2000	0.9405070578406871	1.0	0	0	0.64	0.03925512058862606	CDV3;HSP90AB1;PDCD6;H3F3A;NDUFC2;HDGF;GAPDH;CCNB1IP1
RUNX1 22897851 ChIP-Seq JUKARTE6-1 Human	8/2000	0.9405070578406871	1.0	0	0	0.64	0.03925512058862606	TRAPPC1;PIM1;HMGA1;SNRNP35;CLDN1;GAPDH;RBX1;AVPI1
IRF8 27001747 Chip-Seq BMDM Mouse	8/2000	0.9405070578406871	1.0	0	0	0.64	0.03925512058862606	HSP90AB1;AHCY;MYC;H3F3A;LUC7L3;RICTOR;BACH1;ACTG1
EZH2 27294783 Chip-Seq ESCs Mouse	8/2000	0.9405070578406871	1.0	0	0	0.64	0.03925512058862606	DUSP4;MYC;CITED4;ARHGAP29;F3;SOX4;FOSL2;HSPA1A
MEIS1 26923725 Chip-Seq HEMOGENIC-ENDOTHELIUM Mouse	4/1196	0.9456827087421575	1.0	0	0	0.5351170568561873	0.029885307939214643	SLC38A2;IER2;SOX4;FOSL2
TAL1 26923725 Chip-Seq HEMANGIOBLAST Mouse	5/1413	0.9459217699340678	1.0	0	0	0.5661712668082094	0.03147652313074611	MYC;ASAP1;PHLDA1;SOX4;FERMT2
GATA1 19941827 ChIP-Seq MEL Mouse	7/1834	0.9473415423671993	1.0	0	0	0.6106870229007633	0.033035477018932	VAMP8;COTL1;TXNIP;HDGF;SEC61B;BACH1;ELL2
RAD21 21589869 ChIP-Seq MESCs Mouse	8/2036	0.9475778717753551	1.0	0	0	0.6286836935166993	0.03385220201643449	TRAF4;ITGA3;PDCD6;MYC;ARHGAP29;PHLDA1;S100A11;FOSL2
ELK4 26923725 Chip-Seq MESODERM Mouse	1/466	0.9479846894704401	1.0	0	0	0.34334763948497854	0.01834057586443623	LIF
SRF 21415370 ChIP-Seq HL-1 Mouse	6/1634	0.9482971447053847	1.0	0	0	0.587515299877601	0.031189649189700977	HSP90AB1;TNFRSF12A;PIM1;POLR2F;EEF2;KLF3
IRF4 20064451 ChIP-Seq CD4+T Mouse	3/1000	0.9527728742359944	1.0	0	0	0.48	0.023221790818524435	CDV3;PAWR;HBEGF
CBP 20019798 ChIP-Seq JUKART Human	3/1000	0.9527728742359944	1.0	0	0	0.48	0.023221790818524435	CDV3;PAWR;HBEGF
GABP 17652178 ChIP-ChIP JURKAT Human	3/1001	0.9529991966674192	1.0	0	0	0.4795204795204795	0.02308470007412512	NDUFB3;SNRPE;YBX1
